18732546,3,217.2,streetLight,1687434551
30051012,2,458.53,household,1687435298
25254776,1,504.61,office,1687454808
23939814,3,216.22,office,1687471098
10862260,0,136.75,office,1687501394
5603274,1,406.8,streetLight,1687540267
35897509,2,516.14,factory,1687574383
23298988,1,424.91,factory,1687587847
22233267,3,581.03,factory,1687615594
9388984,2,556.39,factory,1687629066
2357679,2,445.42,office,1687651179
17200602,0,323.74,office,1687679352
31765791,0,323.99,office,1687744220
42081767,1,185.08,streetLight,1687754928
1552174,2,5.82,household,1687769650
16553133,0,159.72,streetLight,1687802150
25700017,3,519.94,streetLight,1687817148
38068043,3,288.04,office,1687818009
10213379,1,359.22,factory,1687847676
21172296,2,438.97,household,1687851342
21834444,1,298.06,office,1687853852
2600278,0,217.9,factory,1687891997
28011483,3,462.66,streetLight,1687988057
37050204,2,360.47,office,1687994466
8051494,3,401.8,factory,1688040106
14477743,2,32.53,office,1688056026
16048116,1,232.44,factory,1688075645
35327244,0,455.54,factory,1688099966
21780819,2,321.9,factory,1688151738
14267140,2,75.0,office,1688208687
39053209,1,395.09,streetLight,1688256830
40533896,0,538.16,household,1688270165
28104769,0,552.65,household,1688321626
31816808,3,508.54,office,1688322887
17619384,0,591.95,streetLight,1688414021
7071873,0,329.22,factory,1688416406
2135193,1,374.67,streetLight,1688423801
3284507,3,486.38,household,1688451419
13349138,2,255.56,factory,1688544968
8356231,3,67.57,factory,1688638755
15031637,1,232.93,factory,1688664880
26006557,1,371.69,streetLight,1688677341
65787,3,457.06,streetLight,1688726282
10964186,2,323.68,household,1688729923
38815947,0,571.36,household,1688735923
38946817,1,35.26,household,1688768162
14993301,3,278.97,household,1688772218
40167278,2,89.06,factory,1688803559
9899111,0,293.15,office,1688888643
1925894,1,157.06,household,1688902755
10407101,1,429.04,office,1688903773
30651373,0,258.1,streetLight,1688954677
31989778,3,170.03,factory,1689010895
7036927,0,66.04,household,1689086705
10365940,3,174.09,streetLight,1689121503
40595830,3,412.21,office,1689129541
3740438,2,258.99,factory,1689167528
28822728,2,75.37,streetLight,1689178268
30667137,2,510.22,household,1689251247
12879468,3,210.28,streetLight,1689256295
37504969,2,36.64,streetLight,1689256704
24130625,0,19.37,streetLight,1689267215
13860834,3,113.49,factory,1689299196
10437877,1,73.34,office,1689312060
11029932,0,247.46,factory,1689352364
3608002,1,367.23,office,1689489618
35059653,0,189.53,office,1689508177
19229274,2,109.16,streetLight,1689544881
18474284,2,182.13,household,1689588493
4427595,2,383.73,streetLight,1689599608
23020546,2,200.09,household,1689702083
21783657,2,558.3,household,1689707673
26178981,2,103.15,factory,1689749177
30327744,1,394.29,household,1689831808
42080455,1,115.92,office,1689833017
29123951,2,55.96,household,1689870581
26164096,1,307.68,factory,1689986054
12610044,2,429.2,factory,1690016667
36230173,2,580.8,office,1690055391
1756571,2,239.51,factory,1690159137
24054229,3,297.04,household,1690172520
25450768,1,546.95,streetLight,1690187458
42137643,3,274.73,factory,1690197667
20240896,1,554.31,office,1690212252
4185246,1,453.86,factory,1690243916
40492657,2,127.53,household,1690309544
27969593,2,409.5,factory,1690338665
40575537,3,117.08,streetLight,1690348287
13570830,2,335.56,office,1690365283
12210725,2,16.05,streetLight,1690443428
26365396,3,390.05,household,1690463960
25171857,2,371.54,household,1690541941
15723444,1,313.29,household,1690550333
38696556,1,143.71,office,1690590218
32558312,1,54.57,household,1690622305
35722330,1,37.61,factory,1690691521
41082811,3,588.24,factory,1690714890
33515670,3,477.1,office,1690741989
15006348,2,391.23,office,1690754302
9691122,1,388.13,streetLight,1690865962
27987291,3,227.41,factory,1690873855
14465786,0,353.2,streetLight,1690896590
5570577,2,298.19,streetLight,1690995662
72395,2,431.46,streetLight,1691053965
18278786,0,119.57,office,1691157960
1483125,1,2.65,factory,1691332527
8429723,0,233.69,factory,1691362998
30388669,3,19.01,streetLight,1691367257
12315457,1,376.53,household,1691395975
13143437,2,533.94,office,1691426437
10560052,3,599.46,household,1691458222
8987133,2,351.81,streetLight,1691477095
40626170,0,134.38,household,1691539658
32519986,3,29.49,office,1691555277
8678899,2,15.22,household,1691560545
4084856,0,56.12,household,1691631350
28103183,2,594.57,office,1691729955
18725058,1,137.62,streetLight,1691899727
6754333,2,7.93,factory,1691930415
18879362,1,360.96,factory,1691972575
13122790,0,211.53,household,1691980379
42007144,0,552.31,household,1691991563
40611706,0,55.86,streetLight,1692006987
25818993,2,105.35,office,1692015251
33111345,1,270.83,office,1692055063
24562561,1,579.73,streetLight,1692072426
3489102,2,47.28,streetLight,1692083111
13146061,1,519.35,streetLight,1692094114
2936661,3,35.79,factory,1692102843
32489070,0,508.85,household,1692144015
15335527,2,366.36,office,1692218982
18981448,3,395.97,streetLight,1692246219
30180661,0,362.31,streetLight,1692250959
40979061,0,39.84,factory,1692295707
6011223,2,359.79,household,1692305877
30594746,1,294.14,streetLight,1692438948
7473566,0,71.39,streetLight,1692475083
28015529,1,593.63,factory,1692566849
34672531,1,353.33,factory,1692571435
23380422,1,48.46,office,1692624391
22121097,1,308.73,streetLight,1692625505
33436379,0,283.72,streetLight,1692704462
2637297,3,271.22,office,1692727102
33297430,2,434.21,office,1692747515
41128783,3,505.59,office,1692755264
29739225,3,91.81,office,1692755593
26768351,1,22.45,office,1692757392
10592525,0,129.37,streetLight,1692772430
20544402,2,464.08,household,1692849232
27703521,3,306.75,factory,1692957017
30097409,3,65.79,streetLight,1692986705
20828924,0,228.99,household,1693081504
7958580,3,342.22,streetLight,1693180055
34891783,3,376.82,factory,1693198961
11532985,3,138.8,streetLight,1693226292
39998181,0,25.74,streetLight,1693310403
30053546,0,490.12,streetLight,1693328322
39786424,3,549.55,streetLight,1693458323
36674203,2,502.48,streetLight,1693504982
7313909,1,562.27,streetLight,1693511664
27510042,1,565.51,household,1693527751
22723622,2,336.83,office,1693528401
15555668,0,438.43,office,1693533422
12043969,2,291.42,factory,1693656055
39741119,1,221.11,office,1693679773
22511888,1,73.31,streetLight,1693729371
24647624,0,281.87,office,1693810357
8604831,2,356.86,household,1693831035
24799847,2,442.78,household,1693860900
12707040,3,514.09,streetLight,1693911712
22272724,0,415.16,office,1694028734
6376571,2,413.5,office,1694066144
4481371,3,519.41,streetLight,1694070001
5115629,0,466.92,factory,1694085693
8068584,1,372.78,factory,1694085788
27246695,1,342.62,office,1694142437
7232037,2,429.83,streetLight,1694169663
19785303,3,462.86,streetLight,1694179974
4388190,3,181.01,household,1694209637
22061027,1,193.88,household,1694288713
27264057,1,549.91,streetLight,1694317267
29494845,3,359.06,streetLight,1694348251
2854888,3,232.91,streetLight,1694360641
15310989,0,227.55,factory,1694416358
12199789,0,522.46,office,1694418038
4275522,1,420.92,streetLight,1694431622
22669833,0,44.52,factory,1694566948
19736492,0,180.96,streetLight,1694613980
13113869,0,568.21,streetLight,1694737359
25497213,2,587.34,office,1694761477
29979546,1,432.55,factory,1694826648
28828731,2,433.0,household,1694829821
31413256,2,121.06,household,1694865743
26684684,2,189.06,factory,1694872549
8746781,2,511.49,household,1695032734
12098219,1,128.17,streetLight,1695056524
12761439,1,157.18,office,1695075188
27533364,2,494.05,office,1695077571
5551773,3,470.1,streetLight,1695157339
14041731,1,64.73,streetLight,1695163087
23909500,2,124.43,streetLight,1695176618
34215200,2,116.23,office,1695234505
20544777,0,239.1,household,1695322656
36107116,0,516.36,household,1695495140
8071248,3,312.03,office,1695511916
26945055,0,537.42,household,1695521610
17224325,2,374.82,factory,1695528428
4241737,0,221.14,office,1695622576
39889197,1,341.54,office,1695623349
27401029,1,0.39,streetLight,1695670928
36380670,1,485.02,household,1695694609
26245145,0,191.09,streetLight,1695718508
30941468,3,346.21,household,1695800145
30665478,2,93.52,streetLight,1695853378
29587614,2,545.63,household,1695867080
42326457,3,444.29,household,1695876829
16368082,2,220.67,streetLight,1696005537
3359487,0,142.95,factory,1696005818
6468808,0,471.82,office,1696025169
11740233,0,190.41,office,1696043781
8256870,3,155.66,factory,1696057289
3582406,2,451.14,factory,1696160671
7577247,1,268.08,office,1696183782
35795039,1,193.29,office,1696211891
37418401,1,33.7,streetLight,1696369752
39119655,2,420.64,factory,1696372621
3281649,1,202.28,streetLight,1696383267
8873207,1,496.59,factory,1696399106
23943320,2,167.54,office,1696405622
22473997,3,474.15,household,1696464939
29452592,3,454.24,office,1696477212
32693167,1,189.4,household,1696486649
30263939,2,586.59,factory,1696525626
32477760,1,159.43,streetLight,1696555939
17603786,1,44.36,household,1696685034
106724,2,146.96,office,1696694441
15504614,3,274.16,factory,1696762449
17814277,1,225.26,factory,1696773931
26949150,3,509.94,streetLight,1696776143
38140324,1,444.14,office,1696785223
12825831,2,191.52,streetLight,1696802836
24509750,0,579.33,factory,1696882895
32894729,1,17.47,factory,1696887213
36801809,1,387.81,household,1696924572
10943304,3,15.26,streetLight,1697016164
2057123,1,64.78,office,1697018578
14210538,0,321.45,household,1697144676
26562219,2,208.84,factory,1697210096
1204084,1,324.11,streetLight,1697230204
1973880,1,173.72,factory,1697237270
2227545,1,264.63,office,1697259391
36260900,1,44.5,office,1697387394
29263507,0,294.52,streetLight,1697405374
31494754,2,29.45,office,1697462250
33503074,0,195.04,streetLight,1697466695
11552765,3,564.96,household,1697485643
6151008,1,70.64,office,1697503732
13500543,2,86.07,office,1697641344
42269596,1,356.49,streetLight,1697686772
22312486,3,458.61,streetLight,1697729730
23222660,1,344.57,office,1697746097
10846577,0,475.1,household,1697762564
41008678,3,594.38,factory,1697905718
12788432,0,94.03,household,1697920874
14073663,0,215.56,streetLight,1697955769
1171269,1,528.61,streetLight,1697965240
1358327,1,104.36,streetLight,1698043268
36587527,3,439.4,office,1698060105
6860910,2,475.34,office,1698086601
37630338,3,475.26,office,1698111553
12214311,3,35.51,household,1698143833
35170937,2,555.99,household,1698282313
19909342,1,83.16,household,1698299437
28110742,2,375.67,household,1698358747
4806520,1,173.54,household,1698529978
29907179,0,72.51,streetLight,1698556221
41735228,1,116.98,streetLight,1698560953
30124839,1,474.06,household,1698668530
22148706,3,234.02,streetLight,1698715769
14629041,3,499.64,office,1698722431
5576525,1,446.9,streetLight,1698857541
40330507,1,398.08,factory,1698928833
37967059,0,94.7,household,1698932692
7079687,2,595.58,factory,1698951168
17072915,2,68.22,household,1698984015
35047239,0,296.84,factory,1699070903
40523554,2,357.25,household,1699142160
12887546,3,16.65,streetLight,1699203023
21565459,3,144.66,streetLight,1699233069
23146526,1,541.8,household,1699296761
4669165,0,70.81,office,1699337103
11838763,3,403.32,office,1699434401
7048216,2,246.08,factory,1699458294
10415510,3,557.87,office,1699491070
28943448,2,548.06,household,1699570029
23396790,3,121.34,factory,1699587625
25881080,2,463.32,office,1699629984
23772708,3,373.02,office,1699648606
42664744,0,45.03,household,1699662638
8021338,2,259.96,factory,1699702790
31062871,2,346.12,household,1699752552
17703854,3,189.24,household,1699790754
41004323,0,307.04,office,1699802227
6767859,1,450.88,factory,1699824337
18822666,3,155.28,factory,1699889196
15684796,3,241.98,streetLight,1699891279
22471147,1,522.82,office,1699896201
17521806,2,170.13,factory,1699896746
30074406,0,396.89,office,1699915024
12782829,0,136.52,household,1699978613
2448096,3,564.45,factory,1699990999
5313270,1,85.2,streetLight,1700013813
4984301,0,284.33,streetLight,1700040926
8875357,3,105.83,household,1700046294
25120224,0,577.42,household,1700063721
1248252,1,149.18,streetLight,1700071719
32671530,3,220.57,office,1700134007
17229380,3,566.91,streetLight,1700220888
19250041,0,174.6,factory,1700235190
23774896,0,354.49,household,1700286528
17370509,1,503.68,factory,1700298834
16520512,1,201.89,household,1700304189
17351310,2,131.93,household,1700392719
6728146,2,109.49,streetLight,1700482052
12269234,3,592.15,streetLight,1700529008
18830528,2,1.49,household,1700532201
22788120,0,531.33,office,1700561633
35146570,0,389.52,factory,1700571022
17036304,1,297.93,office,1700578897
16523846,2,33.3,factory,1700589743
2543735,0,468.43,factory,1700648686
25780714,2,17.7,streetLight,1700678158
36710348,2,572.91,factory,1700723063
24693061,1,474.82,household,1700770663
17321874,2,221.95,household,1700781256
19645955,3,396.81,streetLight,1700814313
16663476,3,436.5,factory,1700819801
21099202,0,236.76,office,1700831007
23475059,1,131.78,office,1700851832
28449051,1,382.87,office,1701022460
32810983,3,10.18,factory,1701023995
18098017,3,437.85,streetLight,1701039943
11167192,0,353.84,factory,1701043481
38497111,2,175.27,factory,1701048585
6992927,1,174.22,office,1701112493
7204525,1,541.29,household,1701121165
19809640,1,305.3,factory,1701142013
10048332,2,203.92,office,1701169458
40337580,2,268.68,streetLight,1701200987
12866919,3,412.75,streetLight,1701242851
19707299,1,380.02,factory,1701281458
18079694,0,373.28,household,1701313766
20544664,0,411.76,office,1701389630
12501771,1,396.59,office,1701400249
20255770,3,490.71,household,1701504540
33781462,1,138.27,household,1701631933
35722648,3,357.12,household,1701666343
39137437,3,198.71,office,1701687112
9197155,0,226.56,streetLight,1701719824
42357463,3,488.98,office,1701760522
32431123,3,296.79,streetLight,1701775090
40180263,1,407.11,streetLight,1701853591
13356457,1,50.61,household,1701863296
10256086,0,92.53,streetLight,1701878734
28279150,1,296.58,office,1701897506
37951378,2,372.13,office,1701954982
36053696,0,599.77,household,1701959038
32888980,3,455.33,office,1702174662
13870279,0,180.53,household,1702252851
32687278,0,38.87,household,1702286690
10857096,1,457.72,streetLight,1702346890
36361320,0,178.93,factory,1702361793
16009934,0,382.63,office,1702493529
5160353,2,554.28,factory,1702504503
2317513,3,262.28,office,1702517287
14239968,0,428.28,streetLight,1702536377
7645462,2,149.42,streetLight,1702567746
27618170,0,335.96,streetLight,1702571392
31486737,0,70.76,household,1702571548
30419717,2,41.62,streetLight,1702600599
9345500,1,441.15,streetLight,1702618060
22645439,3,280.06,household,1702644177
8954587,1,16.52,office,1702682087
36106467,1,356.8,office,1702693335
33363712,1,203.85,household,1702700562
35640346,1,56.37,household,1702797361
789817,0,122.41,household,1702862270
31906586,1,545.84,office,1702912908
42303212,3,101.64,streetLight,1702924183
39557007,2,35.63,factory,1703000150
1653815,1,323.21,household,1703023921
6031752,2,193.86,factory,1703136625
33535746,2,498.53,office,1703151423
6643619,1,571.44,streetLight,1703154229
27507723,2,85.72,streetLight,1703156359
28780996,2,572.06,household,1703257805
11684839,2,34.92,office,1703273167
13560471,1,313.9,office,1703286683
33153047,2,282.22,factory,1703301654
14403491,2,573.12,factory,1703340065
22395692,2,175.88,office,1703453141
30708206,1,327.19,streetLight,1703462414
21333189,0,53.78,household,1703502404
8233349,1,352.93,office,1703589849
18724358,3,42.45,household,1703593867
27283867,3,41.81,household,1703653186
944901,2,414.91,streetLight,1703691092
20376934,3,370.71,household,1703786118
12141934,0,351.7,factory,1703840148
13892465,1,587.6,office,1703946838
36927655,3,411.09,office,1704000490
39053854,0,26.9,streetLight,1704013201
29622447,0,384.65,office,1704110881
8933491,0,188.27,office,1704225095
7064263,0,517.45,household,1704246217
16116685,3,88.7,household,1704254722
3028681,2,514.6,streetLight,1704272250
24222449,3,303.49,streetLight,1704273905
25586946,3,599.58,household,1704287186
7747541,3,101.51,factory,1704327484
14435868,0,61.28,office,1704392953
14239886,1,490.86,factory,1704435796
1713790,3,279.92,office,1704489023
1349661,1,70.15,factory,1704530719
16161648,3,322.47,streetLight,1704550604
41521134,3,288.61,streetLight,1704587657
29718245,3,238.57,household,1704594060
25608033,0,583.28,factory,1704595806
26803409,0,215.19,office,1704599564
19046399,1,101.85,household,1704606148
41064521,2,290.64,household,1704637255
37324135,2,27.39,streetLight,1704687432
34051403,0,142.52,streetLight,1704692222
6122291,2,508.22,office,1704763003
38478964,0,178.51,streetLight,1704840650
9118885,0,394.2,household,1704852166
7099667,2,395.27,streetLight,1704866927
918989,3,4.64,streetLight,1704870033
15127040,0,391.39,factory,1704888878
9713634,1,398.59,office,1704989411
27313373,0,47.32,household,1704994498
12923930,1,247.27,household,1705034410
23007126,3,516.58,factory,1705055127
16454635,3,381.04,office,1705070308
6454459,0,421.76,factory,1705129063
30037125,1,224.59,office,1705195833
19783903,1,554.02,office,1705198613
34171443,1,323.96,factory,1705262081
16968384,1,13.25,office,1705265690
20283688,0,418.43,factory,1705293652
13244313,3,231.64,factory,1705298044
21686907,1,159.79,streetLight,1705363807
32936403,0,19.41,factory,1705416258
21780687,1,570.26,streetLight,1705537186
3926460,1,186.21,office,1705692608
34657600,0,352.72,streetLight,1705754469
25994401,3,320.55,streetLight,1705897222
7966955,0,529.66,household,1705905033
17060775,0,287.29,streetLight,1705922095
16677798,1,50.14,office,1705972165
14802088,2,253.93,factory,1705990069
536546,3,320.07,household,1706005706
37222133,0,469.29,office,1706084563
7934643,1,241.78,streetLight,1706126014
26254264,0,331.2,household,1706160960
21094306,2,406.64,household,1706177816
27185707,2,119.12,office,1706215635
28667535,1,170.47,factory,1706270772
41474354,3,556.85,office,1706270972
23231970,1,382.69,factory,1706311659
36040396,2,555.58,streetLight,1706334085
31914346,1,22.79,office,1706467508
22515785,2,243.43,streetLight,1706468785
31979307,0,572.97,factory,1706480577
10373312,0,118.12,household,1706617880
2775049,2,298.46,household,1706643064
22661409,2,231.82,factory,1706680158
22352325,1,403.71,office,1706702887
11509242,3,403.65,office,1706717911
33462401,1,55.68,streetLight,1706720304
23244294,1,179.89,streetLight,1706786256
2193777,0,586.4,office,1706787986
36424785,0,424.45,streetLight,1706794342
12360227,1,393.54,factory,1706847423
31589371,1,288.2,household,1706917863
35723926,2,274.95,streetLight,1706975983
24126850,1,444.96,streetLight,1707061848
35459318,1,285.85,streetLight,1707068810
32833180,2,94.54,streetLight,1707078446
8103044,0,305.05,streetLight,1707140614
29499118,3,86.56,household,1707152741
39638494,2,282.39,office,1707222753
14749292,2,13.81,streetLight,1707256121
34412025,1,584.99,office,1707276442
35149174,0,191.78,factory,1707361521
25265339,2,487.77,household,1707414073
2723156,3,299.82,household,1707456754
6766311,3,181.65,household,1707494550
2183273,0,124.47,streetLight,1707528882
30709804,3,229.2,household,1707536422
18540266,2,578.87,factory,1707600955
4715224,1,122.85,factory,1707604361
26608628,3,590.24,office,1707616814
18304169,2,252.99,factory,1707667251
16978804,1,367.37,factory,1707668198
19499165,0,425.33,streetLight,1707718675
22579115,1,226.89,factory,1707732877
40511935,1,134.81,office,1707845889
35013568,2,419.35,office,1707910526
15105286,2,547.45,streetLight,1707937195
3051681,2,85.25,factory,1707938224
10411166,2,389.11,streetLight,1707955456
7651748,1,302.05,household,1707989473
16588757,2,333.81,office,1708013550
23202738,2,417.32,factory,1708077269
5122869,3,571.99,office,1708136171
7582412,3,201.57,office,1708171899
19889767,1,571.58,household,1708258717
12834622,3,442.0,household,1708355819
3842095,0,393.46,office,1708434121
12786867,3,188.5,office,1708502554
34348938,2,64.52,factory,1708561848
13038022,0,94.35,office,1708583111
19028335,1,319.32,factory,1708665822
37550895,2,244.43,office,1708674227
39600466,2,518.11,streetLight,1708676377
15835004,3,428.88,factory,1708722837
42529514,0,105.68,streetLight,1708726637
21046581,1,64.63,office,1708728227
27816951,2,460.8,office,1708739520
4502051,2,569.3,factory,1708896598
15180512,3,145.52,household,1708951699
9364729,0,504.11,streetLight,1708952463
3351917,2,457.8,streetLight,1708964480
28645412,0,401.55,office,1708967585
31151842,1,354.11,office,1709013009
27353615,3,226.4,factory,1709234975
9293450,0,334.82,factory,1709235560
14829634,2,270.77,office,1709240256
14051827,1,70.66,household,1709256707
15313909,0,546.5,office,1709290565
3995804,1,420.56,factory,1709330317
6134464,3,306.53,streetLight,1709411722
10492303,2,389.42,office,1709467548
21585759,2,596.38,streetLight,1709480329
27667798,1,82.71,factory,1709560530
42003219,3,68.16,streetLight,1709596635
5834278,3,115.74,household,1709621346
2412007,1,106.41,factory,1709675616
17995908,0,572.82,streetLight,1709684934
6628475,0,15.43,household,1709700529
37895340,3,73.13,office,1709722988
16617804,1,174.01,office,1709726393
20513683,1,377.48,office,1709904669
18940181,3,135.01,office,1709957302
27713985,0,526.65,office,1709979008
19339199,1,233.27,factory,1710015282
13142740,0,208.6,office,1710068738
3942159,3,458.74,streetLight,1710103653
23609511,1,391.77,household,1710104476
19408401,0,166.86,office,1710126703
39585896,1,417.93,office,1710143136
12585428,2,176.18,household,1710220140
38250961,1,587.54,factory,1710222842
5615310,1,583.04,factory,1710242057
28496682,1,17.55,household,1710372458
6500801,2,75.26,office,1710385504
24886548,3,134.16,streetLight,1710486550
32178321,1,329.9,office,1710491217
20612164,2,244.03,factory,1710556828
30913853,3,112.73,household,1710566056
30031407,2,286.47,factory,1710605818
31938705,2,446.72,factory,1710614303
27624604,3,139.91,household,1710640709
40353596,2,24.09,office,1710689394
26887295,0,184.18,factory,1710689676
8192828,0,483.43,office,1710720463
1050032,2,85.37,streetLight,1710736066
39608828,3,475.47,household,1710833019
6935445,0,239.7,household,1710837962
41688960,3,338.72,office,1710940520
30442882,0,409.28,streetLight,1710943083
5691672,0,589.37,factory,1710963728
17966982,3,571.49,office,1710982443
10786311,0,84.13,streetLight,1710986544
13130538,0,451.17,office,1711013099
834946,3,319.97,household,1711113691
36558841,0,143.65,office,1711135353
39086448,2,14.03,household,1711145432
11023623,2,27.57,streetLight,1711224892
14262486,2,107.51,factory,1711256350
30458438,0,255.99,factory,1711334455
42666051,0,474.8,factory,1711360688
32078535,3,432.3,household,1711385836
37460621,0,582.16,office,1711415135
