4140,12,1,187,141.0
4160,14,1,188,135.0
4180,13,2,188,201.0
4200,3,3,188,290.0
4220,11,3,188,59.0
4240,7,3,188,268.0
4260,12,1,188,166.0
4280,5,2,189,197.0
4300,11,0,189,82.0
4320,8,0,189,278.0
4340,8,2,189,298.0
4360,8,0,189,316.0
4380,2,1,189,260.0
4400,4,1,189,371.0
4420,9,1,190,102.0
4440,16,3,190,124.0
4460,15,0,190,116.0
4480,16,0,191,126.0
4500,7,3,193,272.0
4520,7,3,193,285.0
4540,3,0,193,310.0
4560,5,1,193,222.0
4580,2,3,193,274.0
4600,9,1,194,121.0
4620,8,2,194,334.0
4640,4,1,194,388.0
4660,16,2,194,150.0
4680,14,3,194,138.0
4700,16,0,194,161.0
4720,4,1,194,404.0
4740,14,3,194,144.0
4760,5,1,195,241.0
4780,4,2,195,429.0
4800,17,3,195,90.0
4820,18,3,195,97.0
4840,14,1,195,168.0
4860,15,2,195,125.0
4880,14,0,195,177.0
4900,17,3,196,105.0
4920,7,3,196,286.0
4940,11,2,196,83.0
4960,6,2,196,227.0
4980,8,3,196,335.0
5000,19,1,197,201.0
5020,19,0,197,223.0
5040,8,0,197,360.0
5060,9,0,197,131.0
5080,13,4,197,214.0
5100,12,3,197,180.0
5120,8,0,197,379.0
5140,12,0,197,201.0
5160,19,1,197,248.0
5180,4,1,198,433.0
5200,10,3,198,72.0
5220,4,4,198,436.0
5240,10,4,200,87.0
5260,6,0,201,235.0
5280,5,2,201,260.0
5300,15,4,201,140.0
5320,9,1,204,143.0
5340,18,1,204,119.0
5360,14,1,204,178.0
5380,3,1,204,313.0
5400,5,0,204,274.0
5420,2,2,204,289.0
5440,13,2,204,234.0
5460,21,4,205,145.0
5480,19,1,205,265.0
5500,16,4,205,166.0
5520,4,1,205,456.0
5540,4,4,205,469.0
5560,20,2,205,198.0
5580,19,3,205,287.0
5600,13,4,206,257.0
5620,19,1,206,301.0
5640,22,4,206,206.0
5660,19,1,206,326.0
5680,21,3,206,151.0
5700,2,2,206,302.0
5720,5,1,206,287.0
5740,15,4,207,148.0
5760,21,1,207,166.0
5780,16,3,207,175.0
5800,4,2,207,482.0
5820,3,0,207,330.0
5840,4,4,207,483.0
5860,11,0,207,95.0
5880,6,3,208,241.0
5900,21,0,208,190.0
5920,2,2,208,324.0
5940,18,0,208,133.0
5960,9,4,208,146.0
5980,10,4,208,88.0
6000,3,4,209,338.0
6020,12,1,209,213.0
6040,4,3,209,492.0
6060,21,1,209,192.0
6080,14,5,209,202.0
6100,12,5,209,217.0
6120,9,3,209,155.0
6140,7,5,209,292.0
6160,18,2,209,155.0
6180,23,3,210,180.0
6200,2,1,210,349.0
6220,6,5,211,242.0
6240,24,1,213,166.0
6260,5,3,213,306.0
6280,4,2,213,495.0
6300,11,0,214,120.0
6320,14,0,214,218.0
6340,23,3,214,182.0
6360,2,1,214,360.0
6380,12,5,214,224.0
6400,19,5,214,343.0
6420,26,0,215,52.0
6440,15,1,215,159.0
6460,12,5,216,239.0
6480,10,3,216,107.0
6500,7,3,216,298.0
6520,5,1,216,322.0
6540,3,2,216,354.0
6560,24,0,216,174.0
6580,5,5,216,332.0
6600,5,2,217,357.0
6620,15,2,217,171.0
6640,9,3,217,170.0
6660,23,4,217,200.0
6680,23,2,217,202.0
6700,24,1,217,196.0
6720,17,1,217,128.0
6740,17,2,217,150.0
6760,22,4,217,216.0
6780,16,4,217,178.0
6800,6,1,218,262.0
6820,4,2,218,497.0
6840,12,0,218,241.0
6860,6,0,218,279.0
6880,14,4,218,219.0
6900,21,2,218,210.0
6920,28,4,218,50.0
6940,16,3,219,195.0
6960,22,0,219,232.0
6980,15,5,219,179.0
7000,24,6,219,203.0
7020,16,2,219,213.0
7040,19,2,219,362.0
7060,5,5,220,372.0
7080,8,1,220,383.0
7100,5,4,220,396.0
7120,23,5,220,217.0
7140,3,2,220,358.0
7160,3,6,220,382.0
7180,21,6,220,212.0
7200,19,1,220,376.0
7220,11,1,221,129.0
7240,21,0,221,226.0
7260,15,4,221,198.0
7280,25,0,221,92.0
7300,14,4,221,239.0
7320,24,6,221,218.0
7340,2,6,221,370.0
7360,12,3,222,252.0
7380,3,5,222,395.0
7400,5,1,222,400.0
7420,26,0,222,64.0
7440,14,1,222,260.0
7460,5,4,223,424.0
7480,29,2,223,112.0
7500,24,3,223,242.0
7520,19,3,223,393.0
7540,29,1,224,127.0
7560,17,5,224,166.0
7580,17,1,224,176.0
7600,8,5,224,396.0
7620,32,1,224,64.0
7640,29,0,224,129.0
7660,8,2,225,418.0
7680,27,3,225,154.0
7700,8,3,225,435.0
7720,13,2,225,258.0
7740,25,5,225,93.0
7760,4,1,225,509.0
7780,26,1,225,71.0
7800,24,2,226,264.0
7820,24,6,226,287.0
7840,26,5,226,83.0
7860,32,5,226,73.0
7880,29,1,226,136.0
7900,29,0,226,154.0
7920,31,0,226,181.0
7940,19,5,226,395.0
7960,30,4,226,112.0
7980,8,4,227,438.0
8000,12,4,227,267.0
8020,3,3,227,413.0
8040,29,0,227,165.0
8060,22,6,227,253.0
8080,4,2,228,523.0
8100,13,0,228,263.0
8120,25,6,228,101.0
8140,4,5,228,525.0
8160,20,4,228,210.0
8180,16,3,228,230.0
8200,29,4,228,187.0
8220,27,6,228,168.0
8240,15,5,228,210.0
8260,27,6,229,170.0
8280,15,3,229,235.0
8300,18,7,229,179.0
8320,33,3,229,125.0
8340,3,0,229,430.0
8360,32,1,229,92.0
8380,32,7,229,117.0
8400,27,4,229,172.0
8420,8,1,229,463.0
8440,33,3,229,127.0
8460,31,3,229,191.0
8480,18,6,230,196.0
8500,30,2,230,134.0
8520,33,1,230,146.0
8540,25,1,230,120.0
8560,12,7,230,289.0
8580,28,0,230,57.0
8600,4,5,230,543.0
8620,29,2,230,192.0
8640,30,5,230,156.0
8660,10,0,230,116.0
8680,19,2,230,420.0
8700,18,7,231,217.0
8720,2,6,231,372.0
8740,32,0,231,137.0
8760,32,0,231,160.0
8780,16,2,231,233.0
8800,4,0,231,568.0
8820,33,6,231,162.0
8840,3,1,231,444.0
8860,9,2,231,177.0
8880,19,3,231,429.0
8900,28,7,232,63.0
8920,8,3,232,483.0
8940,29,1,232,198.0
8960,9,3,232,200.0
8980,22,6,232,268.0
9000,31,7,232,214.0
9020,33,7,232,176.0
9040,18,3,232,241.0
9060,25,5,233,145.0
9080,35,5,233,84.0
9100,28,2,233,86.0
9120,25,3,233,153.0
9140,39,5,233,167.0
9160,37,3,233,119.0
9180,34,4,233,174.0
9200,13,2,233,285.0
9220,37,7,233,134.0
9240,32,1,233,174.0
9260,25,8,233,154.0
9280,34,7,234,191.0
9300,33,1,234,186.0
9320,37,6,234,147.0
9340,7,8,234,309.0
9360,23,2,234,237.0
9380,14,2,234,280.0
9400,30,0,234,172.0
9420,31,0,234,235.0
9440,39,0,234,185.0
9460,38,0,234,70.0
9480,11,1,234,148.0
9500,5,5,235,431.0
9520,34,7,235,216.0
9540,41,2,235,102.0
9560,28,2,235,108.0
9580,30,5,235,186.0
9600,26,3,235,99.0
9620,17,7,235,194.0
9640,12,3,235,314.0
9660,24,8,235,296.0
9680,40,0,235,164.0
9700,12,8,236,330.0
9720,42,2,236,15.0
9740,24,0,236,306.0
9760,36,0,236,28.0
9780,31,1,236,244.0
9800,9,5,236,219.0
9820,42,1,236,25.0
9840,22,4,236,289.0
9860,11,1,236,162.0
9880,33,0,236,189.0
9900,31,0,236,259.0
9920,9,3,237,221.0
9940,21,0,237,231.0
9960,31,7,237,283.0
9980,2,4,237,394.0
10000,29,8,237,213.0
10020,21,5,237,253.0
10040,41,9,237,121.0
10060,36,5,237,49.0
10080,10,9,237,141.0
10100,19,0,238,451.0
10120,41,3,238,144.0
10140,30,9,238,206.0
10160,5,9,238,434.0
10180,40,0,238,181.0
10200,29,8,238,220.0
10220,21,4,238,270.0
10240,43,2,238,169.0
10260,32,8,238,191.0
10280,21,7,238,295.0
10300,38,5,238,82.0
10320,41,9,239,162.0
10340,28,8,239,110.0
10360,5,1,239,439.0
10380,7,7,239,323.0
10400,14,4,239,302.0
10420,26,8,239,108.0
10440,8,3,240,497.0
10460,8,4,240,514.0
10480,13,1,240,306.0
10500,24,9,240,331.0
10520,14,0,240,311.0
10540,15,0,240,248.0
10560,24,1,240,348.0
10580,17,6,240,207.0
10600,8,7,241,525.0
10620,36,9,241,71.0
10640,34,1,241,226.0
10660,36,5,241,72.0
10680,27,6,241,196.0
10700,40,5,242,185.0
10720,22,6,242,309.0
10740,6,2,242,288.0
10760,29,6,242,244.0
10780,21,6,242,307.0
10800,29,5,243,261.0
10820,43,3,243,175.0
10840,47,5,243,50.0
10860,29,4,243,282.0
10880,30,4,244,220.0
10900,13,2,244,311.0
10920,9,9,244,245.0
10940,26,9,244,117.0
10960,45,3,244,193.0
10980,4,5,244,578.0
11000,7,10,245,341.0
11020,39,6,245,202.0
11040,36,1,246,96.0
11060,28,8,246,111.0
11080,20,2,246,231.0
11100,9,6,246,269.0
11120,40,2,246,209.0
11140,48,3,247,142.0
11160,18,1,247,243.0
11180,7,2,247,347.0
11200,15,2,247,266.0
11220,41,6,247,179.0
11240,4,6,247,580.0
11260,35,6,248,108.0
11280,30,2,248,225.0
11300,19,2,248,470.0
11320,42,8,248,40.0
11340,31,8,248,306.0
11360,49,8,248,147.0
11380,29,4,248,284.0
11400,14,9,249,330.0
11420,23,9,249,248.0
11440,49,7,249,155.0
11460,36,2,249,99.0
11480,39,10,249,210.0
11500,3,3,249,458.0
11520,33,3,249,196.0
11540,45,9,250,197.0
11560,35,9,250,116.0
11580,49,9,250,159.0
11600,19,0,250,490.0
11620,38,3,250,102.0
11640,11,6,250,174.0
11660,24,0,250,367.0
11680,42,5,250,42.0
11700,3,5,250,483.0
11720,49,8,250,160.0
11740,48,10,250,147.0
11760,26,6,250,119.0
11780,11,10,250,185.0
11800,39,0,251,215.0
11820,29,9,251,299.0
11840,3,9,251,504.0
11860,43,2,251,190.0
11880,50,1,251,111.0
11900,25,6,252,176.0
11920,44,10,252,28.0
11940,29,2,252,306.0
11960,38,5,252,108.0
11980,30,3,252,234.0
12000,44,4,253,32.0
12020,45,3,253,218.0
12040,43,11,253,204.0
12060,39,5,253,231.0
12080,21,4,253,329.0
12100,30,7,253,252.0
12120,35,9,254,129.0
12140,46,9,254,54.0
12160,35,9,254,153.0
12180,39,2,254,253.0
12200,46,10,254,72.0
12220,10,8,254,146.0
12240,28,7,254,122.0
12260,50,0,254,136.0
12280,14,4,255,353.0
12300,22,0,255,328.0
12320,31,4,255,331.0
12340,32,8,255,215.0
12360,35,1,255,174.0
12380,41,2,255,181.0
12400,39,11,256,263.0
12420,54,7,256,74.0
12440,32,11,256,234.0
12460,18,8,256,244.0
12480,44,0,256,39.0
12500,12,1,257,352.0
12520,49,3,257,181.0
12540,33,4,257,201.0
12560,32,6,257,246.0
12580,8,4,257,526.0
12600,34,9,257,230.0
12620,46,1,258,75.0
12640,35,3,258,185.0
12660,42,9,258,64.0
12680,30,5,258,265.0
12700,48,10,258,155.0
12720,39,6,258,265.0
12740,11,7,258,190.0
12760,31,11,258,351.0
12780,19,4,259,515.0
12800,35,7,259,196.0
12820,42,4,259,85.0
12840,6,5,259,309.0
12860,44,6,259,51.0
12880,25,11,260,188.0
12900,50,3,260,157.0
12920,37,6,260,158.0
12940,44,11,260,57.0
12960,42,4,260,87.0
12980,42,10,260,112.0
13000,57,0,261,192.0
13020,7,12,261,349.0
13040,55,9,261,70.0
13060,23,7,261,255.0
13080,31,5,261,359.0
13100,27,6,261,207.0
13120,54,7,262,75.0
13140,58,1,262,185.0
13160,56,7,262,141.0
13180,49,6,262,187.0
13200,38,8,262,123.0
13220,32,12,262,266.0
13240,44,10,263,63.0
13260,40,2,263,231.0
13280,47,6,263,61.0
13300,59,7,263,45.0
13320,57,5,263,216.0
13340,18,8,263,264.0
13360,41,5,263,199.0
13380,48,11,263,177.0
13400,58,0,264,202.0
13420,24,11,264,371.0
13440,13,0,264,322.0
13460,19,8,264,532.0
13480,25,1,264,195.0
13500,17,3,264,230.0
13520,35,0,265,214.0
13540,31,5,265,379.0
13560,44,2,265,85.0
13580,26,8,265,127.0
13600,27,8,266,214.0
13620,43,7,266,226.0
13640,20,10,266,256.0
13660,25,2,266,202.0
13680,13,9,266,346.0
13700,18,10,266,268.0
13720,62,2,266,102.0
13740,36,2,266,105.0
13760,11,5,266,203.0
13780,23,7,266,273.0
13800,14,0,267,357.0
13820,26,11,267,135.0
13840,26,1,267,143.0
13860,50,2,267,181.0
13880,35,10,267,233.0
13900,62,7,267,112.0
13920,54,9,267,96.0
13940,58,4,267,226.0
13960,55,12,267,73.0
13980,60,4,267,89.0
14000,28,8,268,146.0
14020,26,10,268,148.0
14040,52,6,268,107.0
14060,29,13,268,323.0
14080,61,10,268,148.0
14100,63,1,268,112.0
14120,40,8,268,256.0
14140,19,8,268,543.0
14160,13,7,268,352.0
14180,60,1,268,91.0
14200,13,9,269,372.0
14220,37,3,269,170.0
14240,65,7,269,96.0
14260,28,12,269,158.0
14280,50,10,269,202.0
14300,35,1,269,257.0
14320,56,2,269,154.0
14340,13,4,269,395.0
14360,50,5,269,204.0
14380,23,9,269,290.0
14400,23,13,269,308.0
14420,17,3,270,241.0
14440,23,0,270,323.0
14460,10,1,270,156.0
14480,48,8,270,178.0
14500,56,9,270,168.0
14520,50,2,270,217.0
14540,26,6,270,156.0
14560,42,0,270,124.0
14580,26,11,270,162.0
14600,26,10,270,181.0
14620,59,10,270,57.0
14640,54,2,271,105.0
14660,51,0,271,96.0
14680,26,6,271,184.0
14700,20,6,271,262.0
14720,61,3,271,162.0
14740,49,12,271,201.0
14760,41,0,271,221.0
14780,25,13,271,217.0
14800,55,8,271,82.0
14820,17,6,271,251.0
14840,16,10,271,254.0
14860,58,13,271,237.0
14880,57,5,272,217.0
14900,16,4,272,255.0
14920,54,5,272,110.0
14940,53,11,272,159.0
14960,24,10,272,395.0
14980,14,7,272,359.0
15000,43,0,272,251.0
15020,38,8,272,136.0
15040,42,0,272,147.0
15060,66,1,273,63.0
15080,69,11,273,183.0
15100,54,2,273,129.0
15120,27,9,273,234.0
15140,20,5,273,279.0
15160,40,1,273,276.0
15180,21,6,273,341.0
15200,53,10,273,177.0
15220,64,10,273,86.0
15240,29,13,273,339.0
15260,45,7,273,229.0
15280,27,0,274,235.0
15300,53,9,274,199.0
15320,53,11,274,217.0
15340,36,6,274,128.0
15360,38,10,274,155.0
15380,42,2,274,172.0
15400,19,9,274,554.0
15420,12,9,274,361.0
15440,30,0,274,290.0
15460,68,0,274,56.0
15480,66,2,274,67.0
15500,68,12,274,81.0
15520,68,4,275,87.0
15540,52,7,275,115.0
15560,35,6,275,278.0
15580,70,1,275,100.0
15600,37,9,275,177.0
15620,12,7,275,378.0
15640,54,7,275,132.0
15660,50,2,275,237.0
15680,19,11,275,571.0
15700,61,7,275,174.0
15720,37,3,275,185.0
15740,22,7,276,333.0
15760,44,1,276,99.0
15780,33,4,276,213.0
15800,17,9,276,269.0
15820,47,2,276,68.0
15840,48,3,276,198.0
15860,30,4,276,305.0
15880,19,13,276,575.0
15900,50,6,276,256.0
15920,25,4,276,239.0
15940,67,6,276,107.0
15960,55,1,276,93.0
15980,56,7,277,181.0
16000,15,12,277,288.0
16020,67,12,277,119.0
16040,15,14,277,298.0
16060,30,9,277,315.0
16080,39,3,277,270.0
16100,22,8,277,339.0
16120,38,14,277,174.0
16140,14,15,277,364.0
16160,20,2,278,302.0
16180,41,1,278,233.0
16200,45,9,278,235.0
16220,21,1,278,345.0
16240,69,3,278,200.0
16260,74,1,278,222.0
16280,75,10,278,152.0
16300,35,12,278,283.0
16320,24,15,278,403.0
16340,35,12,278,285.0
16360,36,13,278,153.0
16380,42,0,278,181.0
16400,28,2,279,181.0
16420,48,11,279,211.0
16440,32,4,279,285.0
16460,17,1,279,275.0
16480,62,9,279,129.0
16500,53,3,279,221.0
16520,14,11,279,372.0
16540,23,4,279,347.0
16560,69,11,279,201.0
16580,48,15,279,233.0
16600,21,11,280,355.0
16620,19,0,280,589.0
16640,43,1,280,264.0
16660,55,10,280,113.0
16680,22,5,280,342.0
16700,31,10,280,381.0
16720,25,4,280,243.0
16740,25,7,280,259.0
16760,57,8,280,226.0
16780,38,1,280,180.0
16800,19,11,281,607.0
16820,73,0,281,202.0
16840,25,13,281,284.0
16860,53,7,281,233.0
16880,21,0,281,377.0
16900,30,11,281,331.0
16920,70,3,281,119.0
16940,36,12,282,155.0
16960,73,9,282,223.0
16980,52,0,282,130.0
17000,25,14,282,285.0
17020,23,15,282,367.0
17040,14,7,282,376.0
17060,20,8,282,312.0
17080,70,7,282,144.0
17100,41,0,282,251.0
17120,28,10,283,197.0
17140,79,4,283,75.0
17160,72,3,283,137.0
17180,25,7,283,297.0
17200,31,11,283,398.0
17220,66,0,283,71.0
17240,69,0,283,202.0
17260,77,10,283,138.0
17280,17,8,283,296.0
17300,56,14,283,197.0
17320,20,13,283,314.0
17340,80,0,284,119.0
17360,57,6,284,237.0
17380,23,8,284,381.0
17400,26,2,284,203.0
17420,45,8,284,253.0
17440,40,2,284,281.0
17460,19,14,284,610.0
17480,67,9,284,137.0
17500,20,8,284,329.0
17520,30,4,284,353.0
17540,73,16,284,241.0
17560,46,3,285,80.0
17580,73,9,285,242.0
17600,48,15,285,249.0
17620,43,12,285,272.0
17640,26,13,285,216.0
17660,14,16,285,397.0
17680,56,12,285,210.0
17700,82,16,285,28.0
17720,29,11,285,357.0
17740,71,5,285,90.0
17760,59,7,286,68.0
17780,53,5,286,235.0
17800,31,2,286,413.0
17820,70,12,286,165.0
17840,40,6,286,290.0
17860,25,10,286,320.0
17880,71,0,286,96.0
17900,48,5,286,262.0
17920,71,2,286,104.0
17940,71,2,286,106.0
17960,30,13,286,355.0
17980,75,7,287,154.0
18000,54,5,287,143.0
18020,24,11,287,410.0
18040,76,3,287,79.0
18060,32,6,287,287.0
18080,38,14,287,203.0
18100,62,10,287,146.0
18120,58,10,287,261.0
18140,18,14,287,279.0
18160,44,16,288,111.0
18180,52,1,288,155.0
18200,76,3,288,81.0
18220,27,6,288,258.0
18240,18,9,288,302.0
18260,45,11,288,275.0
18280,36,4,289,175.0
18300,68,6,289,98.0
18320,25,11,289,322.0
18340,26,7,289,239.0
18360,21,10,289,384.0
18380,78,14,289,89.0
18400,86,6,290,220.0
18420,44,2,290,131.0
18440,45,8,290,287.0
18460,40,16,290,307.0
18480,74,13,290,240.0
18500,56,6,290,216.0
18520,55,4,291,138.0
18540,69,17,291,208.0
18560,47,1,291,69.0
18580,73,8,291,252.0
18600,45,17,291,307.0
18620,64,4,291,89.0
18640,54,13,292,158.0
18660,69,13,292,220.0
18680,36,4,292,195.0
18700,26,17,293,240.0
18720,66,13,293,89.0
18740,72,6,293,151.0
18760,33,16,293,237.0
18780,71,14,293,108.0
18800,23,16,293,383.0
18820,42,1,294,205.0
18840,58,7,294,277.0
18860,22,14,294,344.0
18880,57,5,294,256.0
18900,18,10,294,305.0
18920,81,3,294,61.0
18940,35,17,294,289.0
18960,40,0,295,328.0
18980,53,1,295,259.0
19000,62,1,296,153.0
19020,49,3,297,219.0
19040,33,0,297,238.0
19060,24,1,297,417.0
19080,39,12,297,277.0
19100,89,4,297,201.0
19120,46,15,297,91.0
19140,84,0,297,205.0
19160,85,8,298,213.0
19180,57,6,298,257.0
19200,81,12,298,85.0
19220,31,1,298,415.0
19240,37,11,299,195.0
19260,50,9,299,272.0
19280,67,3,299,144.0
19300,84,1,299,222.0
19320,61,7,299,199.0
19340,29,4,299,365.0
19360,51,6,300,107.0
19380,58,14,300,300.0
19400,89,13,300,212.0
19420,31,13,300,428.0
19440,37,3,300,208.0
19460,31,7,301,452.0
19480,55,14,301,142.0
19500,72,16,301,158.0
19520,30,0,301,370.0
19540,84,16,301,245.0
19560,26,16,302,261.0
19580,81,16,302,87.0
19600,50,3,302,291.0
19620,37,13,302,225.0
19640,25,17,302,347.0
19660,85,7,303,224.0
19680,32,2,303,296.0
19700,30,17,303,383.0
19720,46,17,303,96.0
19740,24,13,303,419.0
19760,27,17,303,270.0
19780,90,2,303,12.0
19800,58,9,304,322.0
19820,65,6,304,108.0
19840,67,16,304,162.0
19860,32,4,304,316.0
19880,86,6,304,226.0
19900,67,0,304,165.0
19920,62,4,304,174.0
19940,34,8,305,237.0
19960,42,11,305,229.0
19980,82,2,305,38.0
20000,41,5,305,263.0
20020,89,2,306,233.0
20040,79,0,306,76.0
20060,88,16,306,67.0
20080,85,3,306,235.0
20100,33,2,306,262.0
20120,38,12,306,205.0
20140,65,5,306,111.0
20160,63,18,307,126.0
20180,69,19,307,242.0
20200,88,4,307,73.0
20220,65,14,307,129.0
20240,48,7,307,269.0
20260,73,18,307,272.0
20280,42,4,307,249.0
20300,65,16,307,130.0
20320,65,19,308,135.0
20340,53,7,308,281.0
20360,53,10,308,285.0
20380,43,10,308,274.0
20400,80,1,308,140.0
20420,82,12,308,52.0
20440,91,12,308,119.0
20460,29,16,308,377.0
20480,65,5,309,155.0
20500,42,3,309,257.0
20520,31,14,309,462.0
20540,68,16,309,111.0
20560,34,12,309,243.0
20580,49,14,309,232.0
20600,36,0,309,218.0
20620,93,15,310,43.0
20640,83,15,310,130.0
20660,42,0,310,275.0
20680,37,4,310,236.0
20700,97,14,310,197.0
20720,89,16,310,246.0
20740,42,11,310,291.0
20760,82,14,310,73.0
20780,94,4,311,137.0
20800,31,12,311,474.0
20820,36,13,311,222.0
20840,43,17,311,292.0
20860,42,8,311,300.0
20880,97,13,311,212.0
20900,78,11,312,109.0
20920,83,18,312,133.0
20940,80,11,312,147.0
20960,36,15,312,235.0
20980,44,17,312,133.0
21000,84,1,313,254.0
21020,87,9,313,135.0
21040,82,20,313,92.0
21060,98,7,313,93.0
21080,33,16,313,266.0
21100,27,1,313,285.0
21120,92,16,313,73.0
21140,47,12,314,86.0
21160,28,15,314,217.0
21180,32,20,314,319.0
21200,42,6,314,325.0
21220,72,8,314,164.0
21240,68,4,314,132.0
21260,63,5,315,145.0
21280,92,13,315,75.0
21300,99,13,315,191.0
21320,97,12,315,222.0
21340,55,2,315,155.0
21360,84,2,315,261.0
21380,49,0,315,246.0
21400,101,19,316,168.0
21420,46,15,316,117.0
21440,49,6,316,269.0
21460,32,9,316,323.0
21480,78,9,316,121.0
21500,60,6,316,94.0
21520,52,14,316,176.0
21540,89,19,316,262.0
21560,71,19,316,109.0
21580,90,16,317,16.0
21600,48,0,317,286.0
21620,94,10,317,148.0
21640,88,10,317,87.0
21660,29,11,317,381.0
21680,54,9,317,174.0
21700,80,12,317,169.0
21720,50,11,318,298.0
21740,87,19,318,160.0
21760,28,13,318,224.0
21780,72,14,318,186.0
21800,53,1,318,294.0
21820,34,13,318,268.0
21840,62,0,318,186.0
21860,41,6,319,269.0
21880,64,5,319,106.0
21900,63,11,319,152.0
21920,36,19,319,242.0
21940,67,20,319,183.0
21960,60,18,319,107.0
21980,62,1,319,205.0
22000,97,21,320,232.0
22020,62,6,320,224.0
22040,60,10,320,129.0
22060,63,18,320,174.0
22080,89,10,320,267.0
22100,101,9,320,183.0
22120,84,20,320,262.0
22140,67,15,320,204.0
22160,54,6,321,176.0
22180,71,6,321,117.0
22200,53,3,321,310.0
22220,99,13,321,208.0
22240,34,15,321,275.0
22260,66,9,321,111.0
22280,64,2,321,124.0
22300,104,10,321,50.0
22320,104,0,322,56.0
22340,93,1,322,51.0
22360,70,11,322,178.0
22380,99,4,322,214.0
22400,40,21,322,349.0
22420,84,12,322,282.0
22440,36,17,322,263.0
22460,75,20,323,167.0
22480,50,20,323,315.0
22500,71,1,323,134.0
22520,91,9,323,141.0
22540,70,6,323,201.0
22560,78,15,323,137.0
22580,81,16,323,90.0
22600,56,19,324,218.0
22620,73,13,324,294.0
22640,106,4,324,144.0
22660,107,20,324,106.0
22680,85,6,324,238.0
22700,63,0,324,184.0
22720,47,1,324,96.0
